id,Delta,R0,i0
5384,16.0,2.349878053747916,2498.0
5385,23.0,2.1459640314383877,8639.0
5386,20.0,2.4017634153598366,3963.0
5387,15.0,2.624087611999211,915.0
5388,18.0,2.2879701398853443,5796.0
5389,19.0,2.3505245823230068,4392.0
5390,16.0,2.2435353791697454,5993.0
5391,19.0,2.310890292931828,5976.0
5392,20.0,2.415416204620373,1800.0
5393,15.0,2.2111125100613385,4567.0
5394,18.0,2.243898029066279,5666.0
5395,23.0,2.1659539841862125,6743.0
5396,20.0,2.265573835804759,3672.0
5397,17.0,2.1446649243478046,6506.0
5398,18.0,2.433966379972801,2548.0
5399,19.0,2.4175400215980183,2359.0
5400,20.0,2.398186463156425,3931.0
5401,19.0,2.096593413052074,9741.0
5402,18.0,2.136072506994105,9399.0
5403,21.0,2.267860690325364,4219.0
5404,18.0,2.1645003317880693,5900.0
5405,18.0,2.4994205549152504,2705.0
5406,20.0,2.066438328648865,8545.0
5407,23.0,2.1213878082064457,6048.0
5408,18.0,2.2749802978134714,6208.0
5409,17.0,2.161379709737917,6969.0
5410,21.0,2.227917247307198,8208.0
5411,20.0,2.272587934966113,2928.0
5412,16.0,2.3637671255513037,2586.0
5413,20.0,2.2824967524848256,4092.0
5414,18.0,2.082566359889116,7466.0
5415,18.0,2.2493426391177307,4066.0
5416,20.0,2.255769471462416,4458.0
5417,20.0,2.3029317312821447,4781.0
5418,20.0,2.145713255818289,5720.0
5419,19.0,2.265191362597372,4764.0
5420,19.0,2.579965612209131,1626.0
5421,20.0,2.0804927945445764,9433.0
5422,19.0,2.119914797754149,7378.0
5423,16.0,2.546304703073668,1599.0
5424,17.0,2.540233717813773,1959.0
5425,21.0,2.23451698045742,4066.0
5426,21.0,2.116154362003992,8760.0
5427,20.0,2.192211484106309,4374.0
5428,22.0,2.2010044333285217,4431.0
5429,20.0,2.45888032765396,1519.0
5430,15.0,2.264631668765224,3290.0
5431,20.0,2.108253399668775,9992.0
5432,21.0,2.1971783135944967,9647.0
5433,18.0,2.3991313870546267,3719.0
5434,20.0,2.0466365093530716,9019.0
5435,15.0,2.3652204388694877,3089.0
5436,20.0,2.312942259185543,3333.0
5437,19.0,2.1508399822128146,5602.0
5438,20.0,2.190484495153613,4522.0
5439,19.0,2.3330328953743837,5424.0
5440,15.0,2.3205527356605575,2813.0
5441,16.0,2.3622203536150277,2965.0
5442,18.0,2.336751439981125,4413.0
5443,17.0,2.336980434146299,2056.0
5444,21.0,2.240794593880847,5366.0
5445,16.0,2.3064384777961133,4579.0
5446,18.0,2.154519842601735,8296.0
5447,19.0,2.3548996524092405,3610.0
5448,21.0,2.285653932507195,5729.0
5449,18.0,2.1976132299757394,6969.0
5450,22.0,2.1550157651205204,7956.0
5451,16.0,2.281886242908269,5201.0
5452,16.0,2.292207086734754,4452.0
5453,21.0,2.223710855877578,7445.0
5454,14.0,2.4303070560963342,2532.0
5455,18.0,2.112406390725731,6940.0
5456,19.0,2.1699316633494843,6789.0
5457,20.0,2.1400534781208447,5959.0
5458,18.0,2.41680370930577,2420.0
5459,23.0,2.1935562203292642,6528.0
5460,19.0,2.4864902504442767,3064.0
5461,18.0,2.3025113839251055,5318.0
5462,20.0,2.4980220766301504,2130.0
5463,14.0,2.413125019734839,2718.0
5464,18.0,2.2672380916323647,6078.0
5465,16.0,2.2158562552346868,3878.0
5466,21.0,2.268538057260453,4805.0
5467,17.0,2.1165761107414878,7718.0
5468,20.0,2.407522405126745,3931.0
5469,21.0,2.2888801089929154,3290.0
5470,13.0,2.8141764105799654,536.0
5471,9.0,2.778096228676513,500.0
5472,18.0,2.2846369856547466,2965.0
5473,17.0,2.3184014813238276,4781.0
5474,20.0,2.2054058583216563,7015.0
