id,Delta,R0,i0
5759,18.0,2.2900039474599474,4009.0
5760,21.0,2.1461141370817054,6375.0
5761,19.0,2.172793053673988,7610.0
5762,19.0,2.149801377722773,8987.0
5763,23.0,2.114645703856878,7967.0
5764,22.0,2.126299793980352,8074.0
5765,19.0,2.1337937409780467,6749.0
5766,17.0,2.2201208845084692,7245.0
5767,17.0,2.1708419384858706,6388.0
5768,22.0,2.07689756071768,7284.0
5769,17.0,2.133553601972854,7579.0
5770,15.0,2.4582087513263944,1229.0
5771,20.0,2.3290647147807575,6045.0
5772,21.0,2.340146779638601,4194.0
5773,22.0,2.1527191596247084,5227.0
5774,20.0,2.14034019745199,7223.0
5775,20.0,2.1150002865003383,6769.0
5776,18.0,2.2140818706589878,6432.0
5777,17.0,2.237867280759035,4359.0
5778,17.0,2.782920314209169,771.0
5779,22.0,2.1670231891859695,6056.0
5780,21.0,2.3123102756975173,4494.0
5781,20.0,2.181541432101602,5020.0
5782,22.0,2.1926650357522743,8120.0
5783,20.0,2.1150682251011994,9158.0
5784,20.0,2.1606380777483087,5768.0
5785,14.0,2.5796243371803107,1063.0
5786,20.0,2.339770017187969,4678.0
5787,19.0,2.3385059780734596,2252.0
5788,21.0,2.203181985389994,6408.0
5789,21.0,2.2917959325580903,4194.0
5790,19.0,2.4041056825460005,3398.0
5791,21.0,2.1810894481596863,5679.0
5792,17.0,2.5503946598417926,1424.0
5793,16.0,2.3350308173117558,4670.0
5794,19.0,2.2391453311255374,3879.0
5795,21.0,2.2680225039795947,3398.0
5796,21.0,2.199572340267359,5162.0
5797,16.0,2.1828295420826667,5647.0
5798,16.0,2.2962440685639343,2585.0
5799,18.0,2.3932978840010937,2362.0
5800,16.0,2.641781091360893,1697.0
5801,20.0,2.194658636372829,4359.0
5802,16.0,2.611741053143997,1883.0
5803,17.0,2.1748200375457643,5946.0
5804,22.0,2.1726602684452434,9461.0
5805,19.0,2.2242810382112204,6045.0
5806,19.0,2.0981780898786697,6769.0
5807,16.0,2.4173229071620903,1693.0
5808,19.0,2.1294519049835685,6664.0
5809,18.0,2.5551903985014928,2405.0
5810,18.0,2.1731757385305923,7649.0
5811,17.0,2.224411855969956,6465.0
5812,21.0,2.213946287091255,7816.0
5813,17.0,2.5005172568707437,3035.0
5814,17.0,2.149981215485188,8797.0
5815,22.0,2.0853977776840225,9075.0
5816,20.0,2.2378223334075433,7263.0
5817,16.0,2.1669576261735912,6869.0
5818,17.0,2.2767844475853507,3374.0
5819,17.0,2.199764626290516,7174.0
5820,21.0,2.061926798253872,8761.0
5821,12.0,2.6287773789194024,937.0
5822,21.0,2.166687622421999,8997.0
5823,21.0,2.2494526268518,6811.0
5824,20.0,2.169936209188039,9141.0
5825,18.0,2.091703469085497,9904.0
5826,23.0,2.0776437385759383,9075.0
5827,18.0,2.0802128761916667,8523.0
5828,19.0,2.141383959007042,6345.0
