id,Delta,R0,i0
6630,20.0,2.1727923118626964,8410.0
6631,16.0,2.719063964915205,1111.0
6632,21.0,2.3010737577670315,4628.0
6633,18.0,2.3513009825140703,3955.0
6634,17.0,2.3041747985913714,4256.0
6635,18.0,2.314739448446895,2494.0
6636,18.0,2.159281490226835,7557.0
6637,16.0,2.428927462777608,2065.0
6638,19.0,2.0600116476629324,9838.0
6639,14.0,2.460729000522434,2038.0
6640,17.0,2.194247371541029,4875.0
6641,20.0,2.25606847339695,3290.0
6642,19.0,2.33036234677003,2718.0
6643,18.0,2.594520624606877,1134.0
6644,21.0,2.1898705023970177,5336.0
6645,19.0,2.4719227383214064,2030.0
6646,21.0,2.239491106252731,5411.0
6647,19.0,2.263916211005522,5744.0
6648,20.0,2.2158262987744397,7678.0
6649,16.0,2.345421474281069,2472.0
6650,20.0,2.3797840775841737,3401.0
6651,22.0,2.0588062623681527,9029.0
6652,17.0,2.238539752700361,5128.0
6653,16.0,2.421713880460328,2205.0
6654,17.0,2.2174069788706814,4587.0
6655,17.0,2.3622344781075246,3208.0
6656,19.0,2.2089313135489532,7416.0
6657,19.0,2.2711798581333396,5098.0
6658,17.0,2.4432586913766134,2771.0
6659,18.0,2.373690345446391,2472.0
6660,18.0,2.3795637134062777,3712.0
6661,19.0,2.3438427942391495,4363.0
6662,20.0,2.181133782620548,6060.0
6663,20.0,2.065990593771811,9916.0
6664,20.0,2.258587281437536,5336.0
6665,16.0,2.293691243791528,4627.0
6666,18.0,2.3435007944395,2606.0
6667,20.0,2.22718494075308,6509.0
6668,18.0,2.1059895948633254,8320.0
6669,20.0,2.2863602128134897,5293.0
6670,17.0,2.303964988711503,3699.0
6671,17.0,2.309390976076037,3357.0
6672,17.0,2.6091161486356267,1535.0
6673,21.0,2.230969253782243,5493.0
6674,16.0,2.596344929397638,1134.0
6675,17.0,2.295983094884561,2896.0
6676,18.0,2.2904601718608757,4875.0
6677,19.0,2.1756488064559076,8195.0
6678,15.0,2.340547469357107,2507.0
6679,20.0,2.1927001271860993,6983.0
6680,16.0,2.5341231058720646,1134.0
6681,17.0,2.2010020678768227,5599.0
6682,19.0,2.1473577381531253,5788.0
6683,18.0,2.411586755852138,2128.0
6684,20.0,2.2526659383435885,4371.0
6685,19.0,2.291522289765368,5415.0
6686,22.0,2.152257571351342,7214.0
6687,22.0,2.074839783146942,8786.0
6688,19.0,2.219730889487671,7214.0
6689,17.0,2.4805595995798515,2507.0
6690,17.0,2.548505965857876,2069.0
6691,21.0,2.247800177106381,5207.0
6692,20.0,2.2182093122617,5526.0
6693,20.0,2.1719894503656914,8320.0
6694,20.0,2.0816193999229373,8012.0
6695,21.0,2.1695455286176877,7103.0
6696,16.0,2.339149022682995,2471.0
6697,21.0,2.2756614832317177,3019.0
6698,21.0,2.1368679308034775,8410.0
6699,19.0,2.1888162636288193,4606.0
6700,21.0,2.2074477232730856,4056.0
6701,12.0,2.605655781236608,1134.0
6702,20.0,2.2522149486050806,3695.0
6703,18.0,2.2212273409629404,4007.0
6704,21.0,2.2810508100877533,3712.0
6705,19.0,2.447223236355376,2494.0
6706,20.0,2.154686671056221,9518.0
6707,19.0,2.20430098055697,6183.0
6708,18.0,2.1970676366368966,5292.0
6709,17.0,2.507808152397646,1480.0
6710,16.0,2.325757355088677,3017.0
6711,18.0,2.379922316773515,2765.0
6712,17.0,2.3811966799570086,2917.0
6713,20.0,2.2810283659779733,3410.0
6714,17.0,2.1676077053312386,7037.0
6715,19.0,2.1781989875118177,8256.0
6716,20.0,2.188565703619255,5302.0
6717,17.0,2.207822745995473,4363.0
6718,19.0,2.2015409228352496,5946.0
6719,19.0,2.2741061946392547,4870.0
6720,19.0,2.4613517814518096,2472.0
6721,20.0,2.2242908485746224,5128.0
6722,22.0,2.1915224908710487,6337.0
6723,19.0,2.198346511547109,4267.0
6724,12.0,2.635415236542651,1088.0
6725,19.0,2.3038045981720723,2621.0
6726,19.0,2.1666535222177776,6316.0
6727,19.0,2.1475976467365854,6422.0
6728,21.0,2.2478811622482384,3579.0
6729,17.0,2.245739550726433,3935.0
6730,22.0,2.1253972138105235,6697.0
6731,19.0,2.3510681410496295,2471.0
6732,19.0,2.1917268572814392,7678.0
6733,17.0,2.295873370521697,3153.0
6734,15.0,2.363055714105397,3533.0
6735,19.0,2.159297913830955,7752.0
6736,21.0,2.1109911250515223,6447.0
6737,22.0,2.123764017316603,6933.0
6738,21.0,2.0943818900613893,7835.0
6739,19.0,2.1707273526124813,6133.0
6740,21.0,2.16593803662523,5174.0
6741,20.0,2.2106767489357604,4308.0
6742,20.0,2.161581167573837,6511.0
6743,21.0,2.153879511364937,5174.0
6744,20.0,2.217346138110679,5599.0
6745,17.0,2.31029145718126,2767.0
6746,20.0,2.243532072528447,4669.0
6747,20.0,2.371579351941001,2904.0
6748,17.0,2.2524263312060016,5274.0
6749,15.0,2.405889274382822,2291.0
6750,14.0,2.402898633986297,2091.0
6751,16.0,2.4087732777513673,1607.0
6752,19.0,2.3210588460072934,3410.0
6753,21.0,2.2265625645757425,5037.0
6754,18.0,2.1485102208351075,7752.0
6755,17.0,2.270522302021756,4541.0
6756,20.0,2.049765385914219,9782.0
6757,20.0,2.2139294529277267,5607.0
6758,19.0,2.0698981793260067,8410.0
6759,20.0,2.266106289686806,3712.0
6760,16.0,2.549854944898254,1179.0
6761,18.0,2.360284308762108,2155.0
6762,22.0,2.1914329470468137,6433.0
6763,16.0,2.41406750001143,3017.0
6764,16.0,2.288842170145843,3329.0
6765,21.0,2.1977812863888064,6983.0
6766,22.0,2.1700892652603425,7446.0
