,date,all_red
256,2020-10-28,0.60403984
257,2020-10-29,0.52243984
258,2020-10-30,0.59351616
259,2020-10-31,0.7423545600000001
260,2020-11-01,0.6077761600000001
261,2020-11-02,0.5953665600000001
262,2020-11-03,0.61214976
263,2020-11-04,0.5922841600000001
264,2020-11-05,0.62663056
265,2020-11-06,0.61528336
266,2020-11-07,0.7265857600000001
267,2020-11-08,0.695556
268,2020-11-09,0.61089856
269,2020-11-10,0.6348902399999999
270,2020-11-11,0.5405190400000001
271,2020-11-12,0.57517056
272,2020-11-13,0.589824
273,2020-11-14,0.71436304
274,2020-11-15,0.6361657599999999
275,2020-11-16,0.59351616
276,2020-11-17,0.59474944
277,2020-11-18,0.574564
278,2020-11-19,0.5996953600000001
279,2020-11-20,0.60715264
280,2020-11-21,0.7177478399999999
281,2020-11-22,0.65545216
282,2020-11-23,0.5861433599999999
283,2020-11-24,0.65415744
284,2020-11-25,0.70492816
285,2020-11-26,0.3504640000000001
286,2020-11-27,0.46949904000000003
287,2020-11-28,0.6241000000000001
288,2020-11-29,0.6323430399999999
289,2020-11-30,0.4760999999999999
290,2020-12-01,0.6096486399999999
291,2020-12-02,0.57881664
292,2020-12-03,0.61089856
293,2020-12-04,0.56791296
294,2020-12-05,0.605284
295,2020-12-06,0.6444878399999999
296,2020-12-07,0.5727462400000001
297,2020-12-08,0.5721409599999999
298,2020-12-09,0.559504
299,2020-12-10,0.602176
300,2020-12-11,0.5929
301,2020-12-12,0.66389904
302,2020-12-13,0.6743694399999999
303,2020-12-14,0.5259150400000001
304,2020-12-15,0.6451302400000001
305,2020-12-16,0.55175184
306,2020-12-17,0.34199103999999997
307,2020-12-18,0.5247553600000001
308,2020-12-19,0.6432040000000001
309,2020-12-20,0.61842496
310,2020-12-21,0.6102734400000001
311,2020-12-22,0.65028096
312,2020-12-23,0.69689104
313,2020-12-24,0.64899136
314,2020-12-25,0.2369742399999999
315,2020-12-26,0.5311494399999999
316,2020-12-27,0.5643014399999999
317,2020-12-28,0.5505639999999999
318,2020-12-29,0.556516
319,2020-12-30,0.59783824
320,2020-12-31,0.6034182399999999
