,date,all_red
248,2020-10-20,0.527076
249,2020-10-21,0.48999999999999994
250,2020-10-22,0.541696
251,2020-10-23,0.541696
252,2020-10-24,0.586756
253,2020-10-25,0.620944
254,2020-10-26,0.527076
255,2020-10-27,0.48999999999999994
256,2020-10-28,0.512656
257,2020-10-29,0.49561599999999995
258,2020-10-30,0.535824
259,2020-10-31,0.599076
260,2020-11-01,0.6400000000000001
261,2020-11-02,0.5929
262,2020-11-03,0.599076
263,2020-11-04,0.636804
264,2020-11-05,0.4329639999999999
265,2020-11-06,0.44355600000000006
266,2020-11-07,0.45158400000000004
267,2020-11-08,0.42510400000000004
268,2020-11-09,0.44355600000000006
269,2020-11-10,0.4462239999999999
270,2020-11-11,0.44355600000000006
271,2020-11-12,0.4542759999999999
272,2020-11-13,0.4623999999999999
273,2020-11-14,0.4277159999999999
274,2020-11-15,0.4277159999999999
275,2020-11-16,0.4488999999999999
276,2020-11-17,0.4462239999999999
277,2020-11-18,0.44355600000000006
278,2020-11-19,0.4408959999999999
279,2020-11-20,0.4542759999999999
280,2020-11-21,0.46785599999999994
281,2020-11-22,0.4623999999999999
282,2020-11-23,0.45697599999999994
283,2020-11-24,0.4488999999999999
284,2020-11-25,0.44355600000000006
285,2020-11-26,0.4542759999999999
286,2020-11-27,0.4651239999999999
287,2020-11-28,0.48163599999999995
288,2020-11-29,0.45158400000000004
289,2020-11-30,0.4651239999999999
290,2020-12-01,0.4705959999999999
291,2020-12-02,0.535824
292,2020-12-03,0.5097959999999999
293,2020-12-04,0.559504
294,2020-12-05,0.6528640000000001
295,2020-12-06,0.6241000000000001
296,2020-12-07,0.5476
297,2020-12-08,0.541696
298,2020-12-09,0.538756
299,2020-12-10,0.5476
300,2020-12-11,0.5625
301,2020-12-12,0.636804
302,2020-12-13,0.586756
303,2020-12-14,0.544644
304,2020-12-15,0.583696
305,2020-12-16,0.49561599999999995
306,2020-12-17,0.512656
307,2020-12-18,0.48999999999999994
308,2020-12-19,0.5625
309,2020-12-20,0.4623999999999999
310,2020-12-21,0.438244
311,2020-12-22,0.438244
312,2020-12-23,0.4542759999999999
313,2020-12-24,0.42250000000000004
314,2020-12-25,0.131044
315,2020-12-26,0.234256
316,2020-12-27,0.3745440000000001
317,2020-12-28,0.30030400000000007
318,2020-12-29,0.352836
319,2020-12-30,0.3745440000000001
320,2020-12-31,0.3844
